listing_id,locality_name,zone,bhk,size,bathroom,floor_num,total_floors,size_per_bhk,bath_per_bhk,floor_ratio,is_tall_building,rent_per_sqft,locality_price_level,area_type,furnishing_status,tenant_preferred,point_of_contact,floor_band,rent,log_rent
LST101908,Reay road east,south,3,1093.0,4.0,25.0,43.0,364.3333333333333,1.3333333333333333,0.5813953488372093,1,124.42817932296431,11.109677386067435,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),136000.0,11.820410164718188
LST100611,Andheri West,west,3,1250.0,3.0,15.0,20.0,416.6666666666667,1.0,0.75,1,60.0,11.119863194438148,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),75000.0,11.225243392518447
LST104681,Bhuleshwar,south,2,1141.0,2.0,19.0,27.0,570.5,1.0,0.7037037037037037,1,39.43908851884312,10.89387284222463,Super Area,Furnished,Family,Contact Agent,high (11+),45000.0,10.714417768752456
LST102565,LBS MARG,unknown,2,912.0,2.0,10.0,23.0,456.0,1.0,0.43478260869565216,1,111.29385964912281,11.52781407746398,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),101500.0,11.52781407746398
LST101108,Kandivali East,north,2,729.0,1.0,5.0,6.0,364.5,0.5,0.8333333333333334,0,60.35665294924554,10.97776616951422,Super Area,Semi-Furnished,Family,Contact Agent,mid (4-10),44000.0,10.691944912900398
LST102187,Agarkar Chowk,west,4,3088.0,4.0,2.0,45.0,772.0,1.0,0.044444444444444446,1,176.62429858991135,11.358226122754958,Carpet Area,Semi-Furnished,Family,Contact Owner,low (1-3),596500.0,13.298834520520108
LST101612,Mulund West,east,4,1425.0,5.0,19.0,37.0,356.25,1.25,0.5135135135135135,1,127.71929824561404,10.780672329678938,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),182000.0,12.111761966058932
LST103677,in Santacruz East,west,3,1009.0,3.0,18.0,23.0,336.3333333333333,1.0,0.782608695652174,1,83.74628344895936,11.158456119701041,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),84500.0,11.344506813345266
LST102736,Wadala,south,3,1053.0,4.0,3.0,8.0,351.0,1.3333333333333333,0.375,0,65.05223171889838,10.99887179895927,Super Area,Semi-Furnished,Bachelors,Contact Agent,low (1-3),68500.0,11.134589024250317
LST103688,Bhayandar East,north,2,847.0,3.0,13.0,16.0,423.5,1.5,0.8125,0,77.33175914994096,11.001068207286327,Super Area,Unfurnished,Family,Contact Owner,high (11+),65500.0,11.089805421623343
LST104891,Goregaon East,north,5,2649.0,6.0,10.0,31.0,529.8,1.2,0.3225806451612903,1,122.6878067195168,11.005324871947899,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),325000.0,12.691580461311874
LST100280,Kandivali East,north,3,1325.0,3.0,3.0,28.0,441.6666666666667,1.0,0.10714285714285714,1,37.735849056603776,10.97776616951422,Carpet Area,Furnished,Bachelors/Family,Contact Agent,low (1-3),50000.0,10.819778284410283
LST100763,Andheri West,west,5,1880.0,4.0,11.0,27.0,376.0,0.8,0.4074074074074074,1,176.62429858991135,11.119863194438148,Carpet Area,Furnished,Family,Contact Agent,high (11+),360000.0,12.793859310432293
LST103625,Azad Nagar Colaba,south,1,477.0,2.0,12.0,45.0,477.0,2.0,0.26666666666666666,1,66.0377358490566,10.864839586410131,Carpet Area,Furnished,Bachelors/Family,Contact Owner,high (11+),31500.0,10.357742824813725
LST102288,Park Site Colony,east,1,678.0,1.0,11.0,15.0,678.0,1.0,0.7333333333333333,0,32.448377581120944,11.139447001212964,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),22000.0,9.998797732340453
LST104803,Goregaon West,north,2,818.0,2.0,25.0,35.0,409.0,1.0,0.7142857142857143,1,90.46454767726162,10.945931095246783,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),74000.0,11.211820372186306
LST100058,Ghatkopar,east,1,550.0,2.0,3.0,4.0,550.0,2.0,0.75,0,50.90909090909091,11.100946213988163,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,low (1-3),28000.0,10.239959789157341
LST101361,Powai,east,3,1018.0,3.0,-1.0,20.0,339.3333333333333,1.0,-0.05,1,175.34381139489196,10.964246195304222,Super Area,Semi-Furnished,Family,Contact Agent,ground/basement,178500.0,12.092343880201831
LST101192,Nalasopara,north,1,427.0,1.0,5.0,19.0,427.0,1.0,0.2631578947368421,0,103.04449648711943,10.506553408931843,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),44000.0,10.691944912900398
LST103410,Prabhadevi,south,1,439.0,1.0,24.0,60.0,439.0,1.0,0.4,1,115.03416856492028,11.084612109046844,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),50500.0,10.829728615263452
LST101398,Bhandup,east,2,753.0,3.0,45.0,60.0,376.5,1.5,0.75,1,81.67330677290836,10.626440704539755,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),61500.0,11.02679245379461
LST102364,Prabhadevi,south,2,900.0,1.0,11.0,12.0,450.0,0.5,0.9166666666666666,0,60.0,11.084612109046844,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),54000.0,10.896739325546411
LST103852,Kanjurmarg West,east,3,1327.0,2.0,34.0,40.0,442.3333333333333,0.6666666666666666,0.85,1,149.96232102486812,11.130296296719283,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),199000.0,12.201060103706629
LST100603,Powai,east,2,850.0,2.0,15.0,25.0,425.0,1.0,0.6,1,111.76470588235294,10.964246195304222,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),95000.0,11.461632170582678
LST104884,Anand niwas,east,3,937.0,3.0,8.0,28.0,312.3333333333333,1.0,0.2857142857142857,1,106.18996798292423,11.297113784085786,Carpet Area,Unfurnished,Family,Contact Agent,mid (4-10),99500.0,11.507912923146684
LST103986,Goregaon East,north,3,1548.0,4.0,20.0,28.0,516.0,1.3333333333333333,0.7142857142857143,1,176.62429858991135,11.005324871947899,Super Area,Furnished,Bachelors,Contact Agent,high (11+),343000.0,12.745485726148077
LST103205,Sindhi Society Chembur,south,1,500.0,2.0,8.0,10.0,500.0,2.0,0.8,0,56.0,11.129701962688948,Super Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),28000.0,10.239959789157341
LST104842,Chembur,east,2,616.0,1.0,9.0,12.0,308.0,0.5,0.75,0,62.5,10.890775934151565,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),38500.0,10.558413520275876
LST100917,Kandivali East,north,3,1380.0,3.0,9.0,22.0,460.0,1.0,0.4090909090909091,1,54.34782608695652,10.97776616951422,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),75000.0,11.225243392518447
LST101400,Kandivali East,north,1,496.0,1.0,7.0,21.0,496.0,1.0,0.3333333333333333,1,102.8225806451613,10.97776616951422,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),51000.0,10.839580911706463
LST101500,Irani Wada,north,2,906.0,2.0,9.0,10.0,453.0,1.0,0.9,0,86.09271523178808,10.910787517365096,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),78000.0,11.26446410567173
LST102285,Goregaon East,north,4,1512.0,4.0,14.0,18.0,378.0,1.0,0.7777777777777778,0,70.76719576719577,11.005324871947899,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),107000.0,11.580584113444043
LST103472,Bhandup East,east,1,420.0,1.0,10.0,14.0,420.0,1.0,0.7142857142857143,0,36.904761904761905,10.80190303849778,Super Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),15500.0,9.648595302907339
LST102242,Yashodham,north,4,1874.0,4.0,16.0,27.0,468.5,1.0,0.5925925925925926,1,105.92315901814301,11.272953436660856,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),198500.0,12.198544379109382
LST104762,Thane-Kalyan-Dombivli,east,1,603.0,1.0,25.0,43.0,603.0,1.0,0.5813953488372093,1,42.288557213930346,10.074721273190999,Carpet Area,Unfurnished,Bachelors,Contact Agent,high (11+),25500.0,10.146433731146518
LST102806,Gokuldham,north,2,400.0,3.0,4.0,4.0,200.0,1.5,1.0,0,63.75,10.854843817874576,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),25500.0,10.146433731146518
LST101451,Bhakti Park,south,2,673.0,1.0,6.0,17.0,336.5,0.5,0.35294117647058826,0,120.35661218424963,11.201128874867234,Carpet Area,Furnished,Bachelors,Contact Owner,mid (4-10),81000.0,11.302204433654575
LST100170,Chikuwadi,east,3,900.0,2.0,-1.0,10.0,300.0,0.6666666666666666,-0.1,0,61.111111111111114,10.891970656582846,Carpet Area,Semi-Furnished,Family,Contact Agent,ground/basement,55000.0,10.915088464214607
LST104486,Parel,south,1,305.0,2.0,18.0,24.0,305.0,2.0,0.75,1,75.40983606557377,11.124955527722204,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),23000.0,10.043249494911286
LST104826,Lower Parel,south,5,3000.0,4.0,14.0,40.0,600.0,0.8,0.35,1,137.83333333333334,11.204892048401401,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),413500.0,12.932412793445883
LST104036,Kandivali East,north,5,1952.0,5.0,36.0,84.0,390.4,1.0,0.42857142857142855,1,176.62429858991135,10.97776616951422,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),426000.0,12.962194625251508
LST102372,Malad East,north,3,15000.0,2.0,2.0,27.0,5000.0,0.6666666666666666,0.07407407407407407,1,10.266666666666667,10.851111423249836,Carpet Area,Furnished,Family,Contact Agent,low (1-3),154000.0,11.944707881395766
LST101557,Chembur East,south,4,2048.0,5.0,3.0,17.0,512.0,1.25,0.17647058823529413,0,104.248046875,11.048743655120719,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,low (1-3),213500.0,12.271392111650817
LST103171,Kandivali West,north,2,672.0,3.0,8.0,27.0,336.0,1.5,0.2962962962962963,1,105.6547619047619,10.909837202753758,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),71000.0,11.170435156023453
LST101443,Mira Road,east,2,596.0,2.0,34.0,40.0,298.0,1.0,0.85,1,82.21476510067114,10.72183090798483,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),49000.0,10.799575577092764
LST100566,Andheri West,west,2,935.0,2.0,2.0,7.0,467.5,1.0,0.2857142857142857,0,69.5187165775401,11.119863194438148,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,low (1-3),65000.0,11.082142548877775
LST100011,Sion,south,1,500.0,2.0,1.0,4.0,500.0,2.0,0.25,0,64.0,10.92561915747271,Carpet Area,Furnished,Bachelors,Contact Agent,low (1-3),32000.0,10.373491181781864
LST103083,Hiranandani Gardens,east,1,683.0,2.0,-1.0,25.0,683.0,2.0,-0.04,1,26.35431918008785,10.985276050143012,Super Area,Unfurnished,Bachelors,Contact Agent,ground/basement,18000.0,9.798127036878302
LST100820,Bandra West,south,4,2500.0,4.0,5.0,12.0,625.0,1.0,0.4166666666666667,0,160.0,11.41516651287186,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),400000.0,12.89921982609012
LST102750,Parel,south,3,1192.0,3.0,3.0,21.0,397.3333333333333,1.0,0.14285714285714285,1,56.20805369127517,11.124955527722204,Super Area,Semi-Furnished,Family,Contact Owner,low (1-3),67000.0,11.112447898373103
LST100947,Bandra West,south,2,875.0,2.0,12.0,14.0,437.5,1.0,0.8571428571428571,0,125.71428571428571,11.41516651287186,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),110000.0,11.608235644774552
LST101020,Santacruz West,west,2,753.0,2.0,1.0,2.0,376.5,1.0,0.5,0,63.081009296148736,11.326546812574792,Super Area,Furnished,Bachelors/Family,Contact Agent,low (1-3),47500.0,10.768484990022733
LST102057,Bandra Kurla Complex,south,1,346.0,1.0,16.0,23.0,346.0,1.0,0.6956521739130435,1,79.47976878612717,11.057189889236964,Carpet Area,Furnished,Bachelors,Contact Owner,high (11+),27500.0,10.221941283654663
LST100312,Chembur,east,1,420.0,2.0,5.0,7.0,420.0,2.0,0.7142857142857143,0,95.23809523809524,10.890775934151565,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),40000.0,10.596634733096073
LST104108,Bandra West,south,1,641.0,2.0,18.0,33.0,641.0,2.0,0.5454545454545454,1,176.62429858991135,11.41516651287186,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),119000.0,11.686878772093667
LST100365,Worli,south,4,1528.0,4.0,65.0,76.0,382.0,1.0,0.8552631578947368,1,150.5235602094241,11.190878783089097,Carpet Area,Unfurnished,Family,Contact Agent,high (11+),230000.0,12.345834587905333
LST104545,Datta Pada,north,1,683.0,1.0,40.0,50.0,683.0,1.0,0.8,1,26.35431918008785,10.846786884109656,Carpet Area,Furnished,Bachelors,Contact Owner,high (11+),18000.0,9.798127036878302
LST101846,Sindhi Society Chembur,south,1,454.0,1.0,25.0,28.0,454.0,1.0,0.8928571428571429,1,100.22026431718062,11.129701962688948,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),45500.0,10.725467604939041
LST104902,Powai,east,3,988.0,4.0,18.0,41.0,329.3333333333333,1.3333333333333333,0.43902439024390244,1,62.75303643724696,10.964246195304222,Carpet Area,Semi-Furnished,Family,Contact Owner,high (11+),62000.0,11.03488966402723
LST104119,Sakinaka Junction,unknown,5,2958.0,4.0,15.0,23.0,591.6,0.8,0.6521739130434783,1,176.62429858991135,10.89013807567802,Carpet Area,Unfurnished,Bachelors,Contact Owner,high (11+),6520000.0,15.690384933902836
LST101648,Mazgaon,south,1,238.0,1.0,13.0,18.0,238.0,1.0,0.7222222222222222,0,94.53781512605042,11.2791290723486,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),22500.0,10.021270588192511
LST104391,Bandra Kurla Complex,south,2,656.0,2.0,2.0,5.0,328.0,1.0,0.4,0,83.07926829268293,11.057189889236964,Carpet Area,Unfurnished,Bachelors,Contact Owner,low (1-3),54500.0,10.905955980651335
LST104187,Andheri East,west,3,1388.0,4.0,65.0,77.0,462.6666666666667,1.3333333333333333,0.8441558441558441,1,99.06340057636888,10.95227718741345,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),137500.0,11.831379196088763
LST104459,Mazgaon,south,1,335.0,1.0,8.0,12.0,335.0,1.0,0.6666666666666666,0,64.17910447761194,11.2791290723486,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),21500.0,9.975808214115753
LST103589,Matunga East,south,4,2137.0,4.0,17.0,17.0,534.25,1.0,1.0,0,75.10528778661676,11.201905624158606,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),160500.0,11.986049221552207
LST101762,Worli,south,3,1637.0,2.0,12.0,68.0,545.6666666666666,0.6666666666666666,0.17647058823529413,1,116.06597434331094,11.190878783089097,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),190000.0,12.154779351142624
LST100168,Suram Park Society,north,1,500.0,1.0,2.0,2.0,500.0,1.0,1.0,0,15.0,10.66066143202577,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,low (1-3),7500.0,8.922658299524402
LST104383,Worli,south,1,598.0,1.0,9.0,55.0,598.0,1.0,0.16363636363636364,1,26.755852842809364,11.190878783089097,Carpet Area,Unfurnished,Family,Contact Agent,mid (4-10),16000.0,9.680344001221918
LST102412,Tilak Nagar - Harbour Line,south,2,820.0,2.0,5.0,19.0,410.0,1.0,0.2631578947368421,0,82.92682926829268,11.287096555756845,Carpet Area,Semi-Furnished,Family,Contact Owner,mid (4-10),68000.0,11.127262984158243
LST900006,Powai,east,2,907.0,2.0,18.0,25.0,453.5,1.0,0.72,1,51.819184123484014,10.964246195304222,Super Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),47000.0,10.757902880692196
LST103319,Magathane,north,2,766.0,2.0,5.0,23.0,383.0,1.0,0.21739130434782608,1,93.3420365535248,10.643151573995173,Super Area,Unfurnished,Family,Contact Owner,mid (4-10),71500.0,11.177452728682098
LST101369,Parel,south,1,520.0,1.0,16.0,24.0,520.0,1.0,0.6666666666666666,1,29.807692307692307,11.124955527722204,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),15500.0,9.648595302907339
LST104178,Hiranandani Gardens,east,2,707.0,3.0,1.0,5.0,353.5,1.5,0.2,0,103.25318246110325,10.985276050143012,Super Area,Furnished,Family,Contact Agent,low (1-3),73000.0,11.198214720130528
LST103034,Morya Nagar,east,4,2204.0,4.0,5.0,23.0,551.0,1.0,0.21739130434782608,1,111.84210526315789,10.756080388499171,Super Area,Semi-Furnished,Family,Contact Agent,mid (4-10),246500.0,12.415117272464881
LST100580,Bhandup West,east,1,640.0,2.0,11.0,23.0,640.0,2.0,0.4782608695652174,1,51.5625,10.890470738535077,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),33000.0,10.404262840448617
LST101895,Bandra West,south,2,817.0,2.0,18.0,21.0,408.5,1.0,0.8571428571428571,1,126.07099143206854,11.41516651287186,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),103000.0,11.542484267211773
LST104899,Bhakti Park,south,3,2001.0,2.0,12.0,19.0,667.0,0.6666666666666666,0.631578947368421,0,120.43978010994503,11.201128874867234,Super Area,Furnished,Family,Contact Agent,high (11+),241000.0,12.392552212472792
LST102663,Bhandup East,east,3,967.0,3.0,6.0,18.0,322.3333333333333,1.0,0.3333333333333333,0,121.50982419855222,10.80190303849778,Carpet Area,Furnished,Bachelors,Contact Owner,mid (4-10),117500.0,11.67419361256635
LST100883,Unknown,unknown,1,265.0,1.0,6.0,7.0,265.0,1.0,0.8571428571428571,0,75.47169811320755,10.80676083612417,Super Area,Unfurnished,Bachelors/Family,Contact Owner,mid (4-10),20000.0,9.903487552536127
LST104140,Kandivali East,north,3,1181.0,3.0,41.0,41.0,393.6666666666667,1.0,1.0,1,165.961049957663,10.97776616951422,Super Area,Semi-Furnished,Bachelors,Contact Owner,high (11+),196000.0,12.185869938212655
LST101777,Vikhroli West,east,3,1835.0,4.0,2.0,17.0,611.6666666666666,1.3333333333333333,0.11764705882352941,0,64.03269754768392,11.18715785139664,Super Area,Unfurnished,Family,Contact Agent,low (1-3),117500.0,11.67419361256635
LST103119,Mira Road East,north,2,600.0,2.0,3.0,7.0,300.0,1.0,0.42857142857142855,0,55.0,10.732740268164365,Super Area,Furnished,Bachelors,Contact Owner,low (1-3),33000.0,10.404262840448617
LST102150,Bandra East,south,2,711.0,1.0,9.0,24.0,355.5,0.5,0.375,1,80.16877637130801,10.953539929053624,Super Area,Semi-Furnished,Family,Contact Owner,mid (4-10),57000.0,10.950806546816688
LST103332,Chandivali,east,2,963.0,2.0,9.0,15.0,481.5,1.0,0.6,0,21.287642782969886,11.053744569546843,Super Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),20500.0,9.9281801651265
LST104518,Adarsh Nagar,south,3,1923.0,3.0,15.0,24.0,641.0,1.0,0.625,1,119.08476339053563,10.865864133386971,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),229000.0,12.341477282536376
LST100172,Mira Road,east,2,600.0,2.0,7.0,23.0,300.0,1.0,0.30434782608695654,1,28.333333333333332,10.72183090798483,Carpet Area,Unfurnished,Bachelors,Contact Owner,mid (4-10),17000.0,9.740968623038354
LST101022,JVLR-Jogeshwari Vikhroli Link Road,north,3,2007.0,2.0,1.0,8.0,669.0,0.6666666666666666,0.125,0,90.18435475834579,11.268904474655056,Carpet Area,Furnished,Family,Contact Owner,low (1-3),181000.0,12.106252310247962
LST102755,Parel,south,2,833.0,2.0,18.0,22.0,416.5,1.0,0.8181818181818182,1,68.42737094837935,11.124955527722204,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,high (11+),57000.0,10.950806546816688
LST104512,JVLR-Jogeshwari Vikhroli Link Road,north,1,539.0,2.0,34.0,46.0,539.0,2.0,0.7391304347826086,1,48.23747680890538,11.268904474655056,Super Area,Unfurnished,Family,Contact Owner,high (11+),26000.0,10.165851817003619
LST103159,Pirojshah Nagar,east,2,557.0,2.0,20.0,32.0,278.5,1.0,0.625,1,65.52962298025135,11.243566655316098,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),36500.0,10.505067539570582
LST103096,Chembur,east,1,345.0,1.0,3.0,9.0,345.0,1.0,0.3333333333333333,0,72.46376811594203,10.890775934151565,Carpet Area,Furnished,Bachelors,Contact Agent,low (1-3),25000.0,10.126631103850338
LST103495,LOWER PAREL,unknown,1,533.0,1.0,5.0,16.0,533.0,1.0,0.3125,0,73.17073170731707,9.938483738446145,Super Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),39000.0,10.571316925111784
LST100942,Chembur East,south,2,722.0,2.0,4.0,7.0,361.0,1.0,0.5714285714285714,0,62.32686980609418,11.048743655120719,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),45000.0,10.714417768752456
LST104020,Nandiadwala Colony,east,1,382.0,1.0,12.0,13.0,382.0,1.0,0.9230769230769231,0,70.68062827225131,10.908198100625537,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),27000.0,10.203592144986466
LST101096,Gandhi Market,south,1,499.0,1.0,12.0,68.0,499.0,1.0,0.17647058823529413,1,71.14228456913828,10.960421227969173,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),35500.0,10.477287975463508
LST103534,Kandivali East,north,2,753.0,2.0,0.0,3.0,376.5,1.0,0.0,0,82.33731739707835,10.97776616951422,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,ground/basement,62000.0,11.03488966402723
LST103738,Kalina,south,1,433.0,1.0,25.0,37.0,433.0,1.0,0.6756756756756757,1,23.094688221709006,11.171060841475402,Super Area,Furnished,Bachelors,Contact Owner,high (11+),10000.0,9.210340371976184
LST104652,Mazgaon,south,4,2354.0,4.0,13.0,17.0,588.5,1.0,0.7647058823529411,0,122.34494477485131,11.2791290723486,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),288000.0,12.570715759118084
LST103716,LBS Marg,east,2,699.0,3.0,10.0,11.0,349.5,1.5,0.9090909090909091,0,132.3319027181688,11.204549880701927,Super Area,Furnished,Bachelors,Contact Owner,mid (4-10),92500.0,11.434963923500517
LST104529,Kandivali West,north,2,842.0,2.0,3.0,36.0,421.0,1.0,0.08333333333333333,1,113.42042755344418,10.909837202753758,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,low (1-3),95500.0,11.466881526468821
LST101118,in Byculla,south,1,464.0,1.0,3.0,10.0,464.0,1.0,0.3,0,44.18103448275862,10.541715756361267,Super Area,Semi-Furnished,Bachelors,Contact Agent,low (1-3),20500.0,9.9281801651265
LST100880,Mira Road East,north,2,630.0,2.0,4.0,22.0,315.0,1.0,0.18181818181818182,1,31.746031746031747,10.732740268164365,Carpet Area,Unfurnished,Family,Contact Agent,mid (4-10),20000.0,9.903487552536127
LST101337,in Santacruz East,west,3,1179.0,4.0,1.0,9.0,393.0,1.3333333333333333,0.1111111111111111,0,125.53011026293468,11.158456119701041,Super Area,Semi-Furnished,Bachelors,Contact Owner,low (1-3),148000.0,11.904967552746252
LST103939,Chakala MIDC,east,1,299.0,2.0,14.0,15.0,299.0,2.0,0.9333333333333333,0,60.20066889632107,11.286640048037874,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),18000.0,9.798127036878302
LST102760,Lokhandwala Complex,west,1,172.0,1.0,9.0,16.0,172.0,1.0,0.5625,0,29.069767441860463,10.982753765227347,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),5000.0,8.517193191416238
LST101286,Bandra Kurla Complex,south,2,859.0,2.0,18.0,20.0,429.5,1.0,0.9,1,101.86263096623982,11.057189889236964,Carpet Area,Furnished,Family,Contact Owner,high (11+),87500.0,11.379394072345706
LST100559,Film City Road,east,2,753.0,2.0,11.0,31.0,376.5,1.0,0.3548387096774194,1,53.12084993359894,11.23927780214417,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),40000.0,10.596634733096073
LST102556,Borivali East,north,3,1039.0,3.0,-1.0,22.0,346.3333333333333,1.0,-0.045454545454545456,1,92.39653512993263,10.70221031569076,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,ground/basement,96000.0,11.472103470449973
LST104852,Lokhandwala Twp,north,2,859.0,3.0,1.0,3.0,429.5,1.5,0.3333333333333333,0,87.31082654249127,11.001962497923795,Super Area,Furnished,Bachelors/Family,Contact Owner,low (1-3),75000.0,11.225243392518447
LST102959,Dadar TT Circle,south,2,639.0,2.0,12.0,45.0,319.5,1.0,0.26666666666666666,1,48.5133020344288,11.183224830869467,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),31000.0,10.341742483467284
LST102193,Pant Nagar,east,1,514.0,2.0,19.0,26.0,514.0,2.0,0.7307692307692307,1,35.992217898832685,10.496158171811773,Carpet Area,Unfurnished,Bachelors,Contact Agent,high (11+),18500.0,9.825526011066415
LST101388,Powai,east,4,1264.0,5.0,7.0,30.0,316.0,1.25,0.23333333333333334,1,56.962025316455694,10.964246195304222,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),72000.0,11.184421397998193
LST100817,Pali Hill,west,2,850.0,2.0,5.0,13.0,425.0,1.0,0.38461538461538464,0,129.41176470588235,11.152004614861006,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),110000.0,11.608235644774552
LST100626,Morya Nagar,east,2,623.0,2.0,6.0,7.0,311.5,1.0,0.8571428571428571,0,12.841091492776886,10.756080388499171,Carpet Area,Unfurnished,Family,Contact Agent,mid (4-10),8000.0,8.987196820661973
LST104375,Sion East,south,1,519.0,1.0,16.0,21.0,519.0,1.0,0.7619047619047619,1,30.828516377649326,10.972200971021213,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),16000.0,9.680344001221918
LST102205,Shilphata,east,2,829.0,2.0,76.0,78.0,414.5,1.0,0.9743589743589743,1,127.8648974668275,11.23516250466581,Super Area,Furnished,Bachelors,Contact Agent,high (11+),106000.0,11.571194373094205
LST103133,Kandivali East,north,2,753.0,1.0,7.0,19.0,376.5,0.5,0.3684210526315789,0,36.52058432934927,10.97776616951422,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),27500.0,10.221941283654663
LST102731,Pant Nagar,east,1,419.0,1.0,1.0,2.0,419.0,1.0,0.5,0,121.71837708830549,10.496158171811773,Carpet Area,Furnished,Bachelors/Family,Contact Agent,low (1-3),51000.0,10.839580911706463
LST102102,Chandivali,east,3,996.0,3.0,25.0,50.0,332.0,1.0,0.5,1,73.79518072289157,11.053744569546843,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),73500.0,11.205040685200927
LST101575,Lokhandwala Twp,north,1,450.0,2.0,16.0,38.0,450.0,2.0,0.42105263157894735,1,30.0,11.001962497923795,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),13500.0,9.51044496442652
LST100279,Chembur East,south,1,355.0,1.0,2.0,7.0,355.0,1.0,0.2857142857142857,0,84.50704225352112,11.048743655120719,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,low (1-3),30000.0,10.308952660644293
LST103007,Park Site Colony,east,2,753.0,2.0,19.0,22.0,376.5,1.0,0.8636363636363636,1,107.56972111553785,11.139447001212964,Super Area,Unfurnished,Family,Contact Owner,high (11+),81000.0,11.302204433654575
LST101124,Sakinaka Junction,unknown,3,1167.0,4.0,25.0,41.0,389.0,1.3333333333333333,0.6097560975609756,1,91.68808911739502,10.89013807567802,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),107000.0,11.580584113444043
