listing_id,city,locality_name,address,bhk,rent,size,area_type,floor_num,total_floors,bathroom,furnishing_status,tenant_preferred,point_of_contact
LST103335,Mumbai,Kandivali West,"Gemstar Symphony Apartment, Kandivali West",3,94000.0,915.0,Carpet Area,8.0,58.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST104682,Mumbai,Srinagarchs chembur west near sankralyammandir,Srinagarchs chembur west near sankralyammandir,1,30000.0,568.0,Super Area,4.0,13.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST104653,Mumbai,Kurla,Kurla,1,12000.0,397.0,Carpet Area,19.0,23.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST102997,Mumbai,Charkop,Charkop,2,39500.0,703.0,Super Area,19.0,20.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST101920,Mumbai,in Matunga West,in Matunga West,1,25000.0,396.0,Super Area,12.0,22.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST100625,Mumbai,Sion Koliwada,"Sion East, Sion Koliwada",1,32000.0,430.0,Carpet Area,2.0,3.0,1.0,Unfurnished,Family,Contact Agent
LST101694,Mumbai,Chakala,"Mahindra Vivante, Chakala",2,37000.0,778.0,Carpet Area,9.0,18.0,1.0,Semi-Furnished,Family,Contact Owner
LST103106,Mumbai,Vasai East,"Nicon Infinity, Vasai East",2,49000.0,884.0,Carpet Area,11.0,18.0,2.0,Unfurnished,Bachelors,Contact Owner
LST103293,Mumbai,Film City Road,"Omkar Ananta, Film City Road",3,179000.0,1342.0,Carpet Area,10.0,16.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100491,Mumbai,Mukund Nagar,Mukund Nagar,1,35000.0,490.0,Carpet Area,1.0,6.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST103744,Mumbai,Lokhandwala Complex,"DLH Orchid, Lokhandwala Complex",3,50000.0,746.0,Carpet Area,9.0,16.0,3.0,Semi-Furnished,Family,Contact Owner
LST104604,Mumbai,Sakinaka Junction,"Crescent Solitaire, Sakinaka Junction",1,30000.0,495.0,Carpet Area,13.0,16.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST101475,Mumbai,Malad West,"Shiv Ganga Apartment, Malad West",2,67500.0,1031.0,Super Area,10.0,11.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST101335,Mumbai,Bhakti Park,"Ajmera Bhakti Park, Bhakti Park",3,70500.0,1187.0,Carpet Area,3.0,36.0,4.0,Furnished,Bachelors/Family,Contact Owner
LST103312,Mumbai,Worli,"Lodha Marquise, Worli",2,66500.0,724.0,Super Area,16.0,29.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102790,Mumbai,Malad West,"Sheth Auris Serinity, Malad West",1,55000.0,506.0,Super Area,11.0,27.0,1.0,Unfurnished,Bachelors,Contact Owner
LST102692,Mumbai,Gokuldham,"Heena Gaurav Jewels, Gokuldham",3,160000.0,925.0,Carpet Area,-1.0,18.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST103177,Mumbai,Prabhadevi,"Aristo Pearl Residency, Prabhadevi",4,205000.0,2077.0,Super Area,8.0,12.0,4.0,Unfurnished,Bachelors,Contact Owner
LST101291,Mumbai,Central Avenue Road,Central Avenue Road,3,263500.0,1692.0,Super Area,48.0,54.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST102404,Mumbai,Sion East,"Everard Nagar Co Operative Housing Society, Sion East",3,79000.0,1232.0,Super Area,9.0,28.0,2.0,Furnished,Bachelors,Contact Agent
LST100943,Mumbai,Seven Bungalows,"Kabra Metro One, Seven Bungalows",3,90000.0,1152.0,Carpet Area,12.0,21.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST103611,Mumbai,Ghatkopar East,Ghatkopar East,1,25000.0,507.0,Super Area,10.0,23.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101298,Mumbai,Mahalakshmi,"Lodha Primero, Mahalakshmi",2,29000.0,1003.0,Carpet Area,8.0,15.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101771,Mumbai,Vikhroli East,"Godrej The Trees, Vikhroli East",2,45500.0,753.0,Super Area,32.0,41.0,3.0,Semi-Furnished,Family,Contact Owner
LST101056,Mumbai,Bhandup West,"Mayuresh Srishti, Bhandup West",3,126500.0,1121.0,Carpet Area,7.0,17.0,4.0,Unfurnished,Bachelors,Contact Agent
LST104850,Mumbai,Andheri East,"Runwal Elina, Andheri East",3,189000.0,2026.0,Super Area,9.0,17.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST102994,Mumbai,Evershine Nagar,"Gokul Apartment, Evershine Nagar",2,156000.0,1697.0,Carpet Area,5.0,15.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST104647,Mumbai,Andheri East,"Green Woods Chkala, Andheri East",2,59000.0,832.0,Super Area,5.0,10.0,1.0,Unfurnished,Family,Contact Agent
LST103973,Mumbai,Parle Colony,Parle Colony,1,6500.0,203.0,Carpet Area,17.0,27.0,1.0,Unfurnished,Bachelors,Contact Owner
LST103507,Mumbai,Mindspace,"Ahimsa Marg, Mindspace",3,77000.0,1246.0,Carpet Area,41.0,41.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST100395,Mumbai,Virar West,Virar West,1,8000.0,520.0,Super Area,6.0,8.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104516,Mumbai,Sakinaka Junction,"Crescent Solitaire, Sakinaka Junction",3,61000.0,1074.0,Carpet Area,18.0,43.0,4.0,Semi-Furnished,Family,Contact Agent
LST100539,Mumbai,Borivali West,"Parinee Adney, Borivali West",2,35000.0,680.0,Carpet Area,12.0,20.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST102545,Mumbai,Worli,"Raheja Artesia, Worli",2,37000.0,785.0,Super Area,17.0,34.0,3.0,Furnished,Family,Contact Agent
LST100354,Mumbai,Mulund West,Mulund West,2,40000.0,650.0,Carpet Area,12.0,19.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST104263,Mumbai,Bhandup West,"Hudco Living Point, Bhandup West",2,39500.0,630.0,Carpet Area,28.0,30.0,2.0,Furnished,Family,Contact Agent
LST102341,Mumbai,in Sion,in Sion,2,52500.0,719.0,Carpet Area,50.0,78.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST103450,Mumbai,Unknown,,1,22000.0,539.0,Carpet Area,10.0,24.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST102499,Mumbai,in Santacruz East,in Santacruz East,2,34000.0,590.0,Carpet Area,11.0,51.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102546,Mumbai,Bandra West,Bandra West,3,291000.0,1440.0,Super Area,8.0,16.0,3.0,Furnished,Bachelors,Contact Agent
LST104606,Mumbai,Chembur,"Sabari Palm View, Chembur",1,36500.0,405.0,Super Area,8.0,18.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST101461,Mumbai,Bhakti Park,Bhakti Park,2,20500.0,828.0,Super Area,1.0,7.0,1.0,Furnished,Family,Contact Owner
LST101943,Mumbai,Worli,Worli,3,136000.0,1257.0,Carpet Area,35.0,67.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST102622,Mumbai,Bhandup West,"Samarth Garden, Bhandup West",4,922500.0,3407.0,Super Area,14.0,20.0,3.0,Unfurnished,Bachelors,Contact Agent
LST101259,Mumbai,Mira Road,"Gaurav Excellency, Mira Road",1,37500.0,765.0,Carpet Area,9.0,30.0,1.0,Unfurnished,Family,Contact Owner
LST103281,Mumbai,Malad East,"Kanakia Levels, Malad East",2,6500.0,685.0,Super Area,14.0,19.0,1.0,Furnished,Family,Contact Agent
LST103504,Mumbai,Unknown,Navi Mumbai-Khargar-Panvel,3,73000.0,1021.0,Super Area,10.0,21.0,3.0,Unfurnished,Family,Contact Agent
LST103138,Mumbai,Malad East,Malad East,1,23000.0,250.0,Carpet Area,20.0,25.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST104511,Mumbai,in Kandivali West,in Kandivali West,3,93500.0,1087.0,Carpet Area,12.0,24.0,3.0,Furnished,Bachelors,Contact Agent
LST104867,Mumbai,Poonam Gardens,"Swayam Apartment, Poonam Gardens",2,46500.0,735.0,Carpet Area,13.0,21.0,2.0,Furnished,Bachelors,Contact Agent
LST104192,Mumbai,Thakur Complex,"Gokul Accord, Thakur Complex",2,21500.0,668.0,Carpet Area,2.0,3.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST103035,Mumbai,Mukund Nagar,Mukund Nagar,2,82000.0,952.0,Super Area,5.0,15.0,3.0,Unfurnished,Bachelors,Contact Owner
LST104362,Mumbai,Bhandup West,"Samarth Garden, Bhandup West",3,212500.0,1529.0,Carpet Area,-1.0,40.0,3.0,Furnished,Bachelors,Contact Owner
LST100071,Mumbai,Bandra West,Bandra West,2,210000.0,1000.0,Carpet Area,4.0,8.0,2.0,Unfurnished,Bachelors,Contact Agent
LST100548,Mumbai,Powai,"L&T Emerald Isle, Powai",2,58000.0,650.0,Carpet Area,15.0,24.0,2.0,Semi-Furnished,Family,Contact Agent
LST100179,Mumbai,Beverly Park,Beverly Park,2,21000.0,630.0,Carpet Area,8.0,12.0,2.0,Semi-Furnished,Family,Contact Agent
LST104654,Mumbai,Chembur,"Altavista, Chembur",1,19500.0,385.0,Carpet Area,12.0,16.0,1.0,Furnished,Bachelors,Contact Owner
LST100524,Mumbai,Bhandup West,"Marathon Embryo, Bhandup West",1,27000.0,450.0,Carpet Area,13.0,14.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST101068,Mumbai,Ghatkopar West,Ghatkopar West,4,90000.0,1313.0,Carpet Area,7.0,17.0,4.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104013,Mumbai,Chembur,"Kyraa Ariso Apartment, Chembur",1,17500.0,517.0,Carpet Area,2.0,2.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST102746,Mumbai,Charkop,Charkop,3,86500.0,1078.0,Carpet Area,9.0,55.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST103399,Mumbai,Best Nagar Goregaon West,Best Nagar Goregaon West,2,75500.0,967.0,Super Area,45.0,80.0,2.0,Semi-Furnished,Family,Contact Agent
LST101256,Mumbai,Serenity Complex,Serenity Complex,3,202500.0,1464.0,Super Area,20.0,35.0,3.0,Furnished,Bachelors,Contact Agent
LST103703,Mumbai,Sion East,Sion East,1,40500.0,438.0,Carpet Area,19.0,38.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST104494,Mumbai,Kandivali West,"Gaurav Heights, Kandivali West",2,67000.0,669.0,Carpet Area,60.0,71.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103817,Mumbai,Film City,Film City,1,15000.0,442.0,Carpet Area,17.0,59.0,1.0,Unfurnished,Family,Contact Agent
LST104625,Mumbai,Worli,"Lodha Marquise, Worli",2,77500.0,993.0,Super Area,2.0,13.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST103778,Mumbai,Chembur,"Sindhi Society, Chembur",1,28500.0,546.0,Carpet Area,17.0,20.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST101504,Mumbai,Yari Road,"Rajesh Raj Classic, Yari Road",1,51000.0,564.0,Super Area,34.0,46.0,1.0,Furnished,Bachelors,Contact Owner
LST101370,Mumbai,Chandivali,Chandivali,1,20500.0,218.0,Carpet Area,10.0,25.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST101309,Mumbai,Dhanukar Wadi,Dhanukar Wadi,4,312500.0,2513.0,Super Area,1.0,9.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103396,Mumbai,Agarkar Chowk,"Oberoi Prisma, Agarkar Chowk",3,82500.0,1191.0,Carpet Area,16.0,36.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST102638,Mumbai,Thakur Complex,Thakur Complex,2,19000.0,751.0,Carpet Area,10.0,14.0,2.0,Furnished,Family,Contact Owner
LST104354,Mumbai,Gulmohar Road,Gulmohar Road,3,54500.0,1160.0,Super Area,33.0,42.0,3.0,Semi-Furnished,Family,Contact Owner
LST103003,Mumbai,Lokhandwala Complex,"DLH Orchid, Lokhandwala Complex",1,39000.0,478.0,Super Area,9.0,31.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST104427,Mumbai,Bhandup West,"Usha Nagar Society, Bhandup West",1,13500.0,244.0,Super Area,23.0,25.0,2.0,Furnished,Bachelors,Contact Agent
LST102409,Mumbai,Bhandup West,"Mayuresh Srishti, Bhandup West",2,42500.0,614.0,Super Area,12.0,23.0,1.0,Unfurnished,Family,Contact Agent
LST104667,Mumbai,Khar,Khar,2,57000.0,707.0,Super Area,12.0,44.0,1.0,Unfurnished,Bachelors,Contact Agent
LST104976,Mumbai,New Devchhaya Building,New Devchhaya Building,4,202500.0,1687.0,Super Area,10.0,19.0,4.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101839,Mumbai,Bandra West,"Vertical Bliss, Bandra West",2,42500.0,883.0,Carpet Area,39.0,60.0,1.0,Unfurnished,Family,Contact Owner
LST102496,Mumbai,Santacruz West,"Ekta Trinity, Santacruz West",1,69500.0,565.0,Super Area,2.0,9.0,1.0,Semi-Furnished,Family,Contact Agent
LST102434,Mumbai,Sion,Sion,2,62000.0,1152.0,Super Area,14.0,48.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100012,Mumbai,Sion,"Sion East, Sion",1,30000.0,490.0,Carpet Area,2.0,4.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103460,Mumbai,Kemps Corner,"The Primordial House, Kemps Corner",3,119000.0,1312.0,Carpet Area,40.0,76.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST100845,Mumbai,Khar West,Khar West,3,350000.0,1800.0,Carpet Area,2.0,12.0,4.0,Furnished,Family,Contact Agent
LST104897,Mumbai,Andheri West,"Aditi Apartment, Andheri West",2,106500.0,864.0,Carpet Area,3.0,9.0,1.0,Semi-Furnished,Family,Contact Agent
LST100695,Mumbai,Kandivali East,"Aspire, Kandivali East",3,43000.0,850.0,Carpet Area,8.0,14.0,3.0,Unfurnished,Family,Contact Agent
LST102674,Mumbai,Andheri West,"Adani Western Heights, Andheri West",4,255500.0,1961.0,Carpet Area,13.0,21.0,4.0,Semi-Furnished,Bachelors,Contact Agent
LST101662,Mumbai,Jankalyan Nagar,"Prasanna Vastu Chs, Jankalyan Nagar",1,18500.0,396.0,Super Area,13.0,40.0,1.0,Furnished,Family,Contact Owner
LST101033,Mumbai,Thakur Complex,"Bhoomi Elegant, Thakur Complex",1,27500.0,565.0,Carpet Area,6.0,45.0,1.0,Furnished,Bachelors,Contact Agent
LST103009,Mumbai,Taloja Phase 2,Taloja Phase 2,2,53500.0,844.0,Super Area,1.0,4.0,2.0,Unfurnished,Family,Contact Owner
LST104012,Mumbai,Waterfield Road,Waterfield Road,2,23500.0,742.0,Carpet Area,19.0,21.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST104539,Mumbai,Bhandup West,"Keshav Srishti, Bhandup West",1,16500.0,559.0,Carpet Area,3.0,3.0,1.0,Unfurnished,Bachelors,Contact Owner
LST101855,Mumbai,Pant Nagar,Pant Nagar,3,127500.0,9800.0,Carpet Area,2.0,17.0,4.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100725,Mumbai,Sindhi Society Chembur,"Hari Kunj II, Sindhi Society Chembur",3,72000.0,1219.5,Carpet Area,7.0,14.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST102283,Mumbai,Kandivali East,"Techno Park I, Kandivali East",2,38000.0,692.0,Carpet Area,30.0,45.0,3.0,Unfurnished,Family,Contact Owner
LST101527,Mumbai,Bhandup East,Bhandup East,1,58000.0,563.0,Super Area,19.0,22.0,2.0,Furnished,Bachelors,Contact Owner
LST101368,Mumbai,Nahur Gaothan,Nahur Gaothan,2,21500.0,680.0,Super Area,18.0,23.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST102792,Mumbai,Bandra West,"Mount Marry, Bandra West",3,154000.0,1241.0,Super Area,17.0,27.0,3.0,Unfurnished,Family,Contact Agent
LST101070,Mumbai,Unknown,Navi Mumbai-Khargar-Panvel,4,248000.0,1724.0,Super Area,0.0,5.0,5.0,Furnished,Bachelors/Family,Contact Agent
LST102961,Mumbai,Perry Rd,Perry Rd,2,36500.0,584.0,Super Area,34.0,40.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST102421,Mumbai,Bhayandar East,"Indraprastha CHS, Bhayandar East",2,27500.0,1017.0,Super Area,15.0,43.0,3.0,Semi-Furnished,Family,Contact Owner
LST104418,Mumbai,Pirojshah Nagar,"Godrej The Trees, Pirojshah Nagar",3,44000.0,656.0,Carpet Area,20.0,31.0,2.0,Unfurnished,Family,Contact Owner
LST102151,Mumbai,Prabhadevi,"Kalpataru Antariksha, Prabhadevi",1,34000.0,334.0,Super Area,4.0,16.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST104242,Mumbai,Worli,"Lady Ratan Tower, Worli",3,87000.0,1293.0,Carpet Area,15.0,18.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST102754,Mumbai,Sakinaka Junction,"Crescent Solitaire, Sakinaka Junction",1,19500.0,569.0,Super Area,18.0,19.0,1.0,Unfurnished,Bachelors,Contact Agent
LST102533,Mumbai,Andheri East,"Bindra Complex , Andheri East",3,63500.0,1548.0,Carpet Area,25.0,47.0,3.0,Furnished,Bachelors,Contact Agent
LST104506,Mumbai,Chembur,"Altavista, Chembur",1,36000.0,450.0,Carpet Area,27.0,27.0,1.0,Furnished,Bachelors,Contact Agent
LST102400,Mumbai,Kalina,Kalina,3,44500.0,897.0,Super Area,9.0,9.0,4.0,Semi-Furnished,Family,Contact Agent
LST103624,Mumbai,Vikhroli,Vikhroli,4,275000.0,1836.0,Carpet Area,5.0,24.0,5.0,Furnished,Bachelors/Family,Contact Owner
LST104174,Mumbai,Khar West,Khar West,1,21000.0,427.0,Super Area,6.0,23.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST102179,Mumbai,Pali Hill,Pali Hill,2,74000.0,781.0,Super Area,2.0,6.0,3.0,Furnished,Family,Contact Owner
LST100287,Mumbai,Bhandup West,"Hudco Living Point, Bhandup West",3,40000.0,1100.0,Super Area,21.0,22.0,2.0,Unfurnished,Family,Contact Owner
LST104199,Mumbai,Madh,"Raheja Exotica Sorento, Madh",3,76500.0,995.0,Super Area,2.0,5.0,3.0,Furnished,Family,Contact Owner
LST101781,Mumbai,Powai,"Raheja Vista, Powai",3,111000.0,1219.5,Super Area,7.0,20.0,3.0,Unfurnished,Family,Contact Agent
LST102080,Mumbai,Dahisar East,Dahisar East,3,63000.0,984.0,Super Area,14.0,20.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103265,Mumbai,Unknown,,2,64500.0,1066.0,Carpet Area,65.0,76.0,2.0,Unfurnished,Family,Contact Agent
LST100047,Mumbai,Bhakti Park,"Ajmera Bhakti Park, Bhakti Park",2,45000.0,750.0,Carpet Area,12.0,18.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104859,Mumbai,Jacob Circle,Jacob Circle,2,62000.0,862.0,Carpet Area,16.0,23.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103926,Mumbai,Powai,"Raheja Vista, Powai",3,201000.0,1383.0,Super Area,20.0,39.0,2.0,Unfurnished,Bachelors,Contact Owner
LST104747,Mumbai,Lokhandwala Complex,"Kenmore Apartment, Lokhandwala Complex",3,141500.0,1860.0,Super Area,7.0,23.0,2.0,Unfurnished,Bachelors,Contact Agent
LST101924,Mumbai,Santacruz West,Santacruz West,2,41000.0,670.0,Super Area,10.0,37.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST101529,Mumbai,Jankalyan Nagar,"Ratan Silicon Park, Jankalyan Nagar",1,29500.0,469.0,Super Area,15.0,31.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST104049,Mumbai,Magathane,"Vasant Marvel, Magathane",2,24000.0,535.0,Super Area,9.0,29.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST100918,Mumbai,chandivali,"shapoorji pallonji vicinia, chandivali",3,66000.0,1100.0,Carpet Area,17.0,22.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101549,Mumbai,Chembur,"Sindhi Society, Chembur",3,68500.0,1118.0,Carpet Area,-1.0,9.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST104070,Mumbai,Sion Trombay Road,Sion Trombay Road,2,62500.0,782.0,Carpet Area,2.0,2.0,1.0,Furnished,Bachelors,Contact Owner
LST101551,Mumbai,Sakinaka Junction,"Akruti Orchid Park, Sakinaka Junction",4,219000.0,1970.0,Carpet Area,9.0,21.0,5.0,Unfurnished,Bachelors,Contact Agent
LST100073,Mumbai,Akurli Nagar,"Kalpataru Towers, Akurli Nagar",2,47000.0,753.0,Carpet Area,3.0,30.0,2.0,Semi-Furnished,Family,Contact Agent
LST104797,Mumbai,Lokhandwala Twp,"Anita, Lokhandwala Twp",1,34000.0,462.0,Carpet Area,53.0,60.0,1.0,Semi-Furnished,Family,Contact Agent
LST103945,Mumbai,Kanjurmarg West,"Runwal Forests, Kanjurmarg West",2,87500.0,843.0,Carpet Area,7.0,11.0,2.0,Unfurnished,Bachelors,Contact Owner
LST101530,Mumbai,Andheri East,"Bindra Complex , Andheri East",1,40500.0,774.0,Carpet Area,4.0,6.0,2.0,Semi-Furnished,Family,Contact Owner
LST101239,Mumbai,Worli,"Lodha Marquise, Worli",2,40500.0,752.0,Carpet Area,15.0,18.0,2.0,Unfurnished,Bachelors,Contact Owner
LST100018,Mumbai,Bandra West,Bandra West,3,270000.0,1800.0,Carpet Area,3.0,7.0,4.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103454,Mumbai,buena vista,buena vista,2,33000.0,643.0,Carpet Area,4.0,10.0,2.0,Semi-Furnished,Family,Contact Agent
LST104075,Mumbai,Gokuldham,"DB Woods, Gokuldham",1,55000.0,372.0,Super Area,19.0,33.0,1.0,Semi-Furnished,Family,Contact Agent
LST101759,Mumbai,Dadar West,"Salvation CHS, Dadar West",2,62000.0,655.0,Carpet Area,10.0,13.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST100084,Mumbai,Virar West,"Ekta Parksville, Virar West",3,20000.0,737.0,Carpet Area,13.0,15.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST103160,Mumbai,Hiranandani Gardens,"Hiranandani Atlantis, Hiranandani Gardens",4,344500.0,3218.0,Super Area,18.0,36.0,4.0,Semi-Furnished,Bachelors,Contact Owner
LST104435,Mumbai,Nalasopara,"Kailash Tower, Nalasopara",2,35500.0,851.0,Carpet Area,25.0,31.0,1.0,Unfurnished,Family,Contact Owner
LST100256,Mumbai,Worli,"Lodha Marquise, Worli",3,190000.0,1350.0,Carpet Area,65.0,76.0,4.0,Semi-Furnished,Family,Contact Agent
LST103864,Mumbai,Chembur East,"Swastik Pride, Chembur East",2,52000.0,704.0,Carpet Area,19.0,85.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102135,Mumbai,Lokhandwala Complex,"Kenmore Apartment, Lokhandwala Complex",3,99500.0,1217.0,Carpet Area,11.0,25.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST100098,Mumbai,Malad East,Malad East,1,34000.0,365.0,Carpet Area,18.0,40.0,1.0,Furnished,Family,Contact Agent
LST103207,Mumbai,Goregaon East,"Oberoi Esquire, Goregaon East",1,27000.0,523.0,Super Area,12.0,17.0,1.0,Furnished,Bachelors,Contact Owner
LST101603,Mumbai,Sindhi Society Chembur,Sindhi Society Chembur,1,23500.0,388.0,Carpet Area,76.0,78.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST103919,Mumbai,Andheri East,"Runwal Elina, Andheri East",3,118000.0,1033.0,Carpet Area,13.0,21.0,3.0,Unfurnished,Family,Contact Owner
LST101311,Mumbai,Nalasopara,"Kailash Tower, Nalasopara",1,34500.0,355.0,Carpet Area,4.0,8.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST102965,Mumbai,Mira Road,"holy complex ,Mira Road, Mumbai",4,1017000.0,3120.0,Super Area,25.0,33.0,4.0,Furnished,Family,Contact Owner
LST100742,Mumbai,Mahatama Gandhi Road,Mahatama Gandhi Road,2,27000.0,900.0,Super Area,0.0,4.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103489,Mumbai,Sion Koliwada,"Sion East, Sion Koliwada",1,99000.0,627.0,Super Area,2.0,17.0,1.0,Unfurnished,Family,Contact Agent
LST100563,Mumbai,Prabhadevi,"Aristo Pearl Residency, Prabhadevi",3,160000.0,1197.0,Carpet Area,18.0,26.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102614,Mumbai,Film City Road,"Omkar Ananta, Film City Road",2,27500.0,683.0,Super Area,5.0,10.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST100255,Mumbai,Lower Parel,Lower Parel,1,25000.0,350.0,Carpet Area,10.0,24.0,2.0,Unfurnished,Bachelors,Contact Agent
LST100875,Mumbai,Malabar Hill,Malabar Hill,2,180000.0,1000.0,Carpet Area,6.0,10.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST100753,Mumbai,Ghatkopar East,Ghatkopar East,3,85000.0,920.0,Carpet Area,4.0,13.0,3.0,Unfurnished,Family,Contact Agent
LST102130,Mumbai,Charkop,Charkop,3,188000.0,1247.0,Carpet Area,10.0,13.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST900001,Mumbai,Pathanwadi,"Alta Monte, Pathanwadi",1,25500.0,450.0,Carpet Area,15.0,22.0,1.0,Semi-Furnished,Family,Contact Agent
LST102698,Mumbai,Prabhadevi,"Ivory Tower, Prabhadevi",2,90000.0,702.0,Super Area,4.0,13.0,1.0,Unfurnished,Family,Contact Owner
LST103041,Mumbai,Nandiadwala Colony,"Midas Enclave CHS , Nandiadwala Colony",3,49500.0,892.0,Carpet Area,13.0,17.0,4.0,Furnished,Bachelors/Family,Contact Owner
LST102315,Mumbai,Mira Road,"Bhairav Residency, Mira Road",3,116500.0,1074.0,Carpet Area,3.0,13.0,4.0,Furnished,Bachelors,Contact Agent
LST104690,Mumbai,Datta Pada,"Kaustubh Platinum, Datta Pada",1,37000.0,383.0,Carpet Area,22.0,30.0,1.0,Semi-Furnished,Family,Contact Owner
LST101772,Mumbai,Anand niwas,Anand niwas,1,38000.0,348.0,Super Area,30.0,45.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST100556,Mumbai,Kanch Pada,"Auris Serenity, Kanch Pada",3,98000.0,1233.0,Carpet Area,35.0,68.0,4.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102021,Mumbai,Adarsh Nagar,"Auris Serenity, Adarsh Nagar",1,14500.0,310.0,Carpet Area,14.0,25.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST103474,Mumbai,Chembur,"Sabari Palm View, Chembur",3,42000.0,1273.0,Super Area,2.0,10.0,4.0,Semi-Furnished,Bachelors,Contact Agent
LST103538,Mumbai,Powai,"Shiv Bhagtani Manor 3A, Powai",3,115000.0,1145.0,Super Area,14.0,21.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103047,Mumbai,Vile Parle,Vile Parle,1,27500.0,260.0,Super Area,10.0,12.0,1.0,Semi-Furnished,Family,Contact Agent
LST103317,Mumbai,Chembur,"Godrej Central, Chembur",1,57500.0,534.0,Carpet Area,14.0,68.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST101739,Mumbai,Peddar Road,Peddar Road,3,91000.0,1336.0,Carpet Area,-1.0,10.0,2.0,Unfurnished,Family,Contact Owner
