locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
"Himayath Nagar, NH 7",Hyderabad,west,none,Synchrony @ Raidurg,no,Kokapet SEZ,7.21,blue,13.26,no,no,True,Synchrony @ Raidurg,13.26,6km+,0,Umdanagar,12.63,15.65,5,1,0,17.3428259,78.3081392,19.52,,Telangana,9,2022-06-14,2022-07-10,high,Himayath Nagar,place/village,Himayath Nagar,2022,2022-04-13
Hitech City,Hyderabad,north,operational,HITEC City,yes,HITEC City Madhapur,2.78,blue,2.32,yes,yes,True,HITEC City,2.32,0-3km,89,HITEC City,0.02,24.64,6,21,17,17.469728,78.3852406,14.3,,Telangana,2,2022-05-29,2022-07-07,medium,Hitech City,railway/stop,Hitech City,2022,2022-04-13
HMT Swarnapuri Colony,Hyderabad,north,none,miyapur metro,no,Gachibowli IT Corridor,7.91,red,3.56,no,no,True,miyapur metro,3.56,6km+,2,Chandanagar,3.61,30.58,13,1,6,17.5166401,78.3467914,20.85,Ward 108 Miyapur,Telangana,1,2022-07-02,2022-07-02,low,HMT Swarnapuri Water Tower,man_made/water_tower,HMT Swarnapuri Colony,2022,2022-04-13
"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,south,none,Mahatma Gandhi Bus Station (Red Line),no,Jubilee Hills Road No 36 Commercial,10.33,red,2.5,no,no,True,Mahatma Gandhi Bus Station (Red Line),2.5,6km+,1,Shah Ali Banda Metro Station,0.75,13.54,6,43,2,17.360589,78.4740613,3.03,,Telangana,1,2022-07-06,2022-07-06,medium,Hyderabad,place/city,Hyderabad,2022,2022-04-13
Humayun Nagar,Hyderabad,south,operational,Lakdi-ka-pul,yes,Jubilee Hills Road No 36 Commercial,5.24,red,2.28,yes,yes,True,Lakdi-ka-pul,2.28,3-6km,6,Lakdi-ka-pul,2.12,16.52,63,66,18,17.397111,78.4447655,4.65,Ward 73 Vijay Nagar Colony,Telangana,1,2022-07-07,2022-07-07,high,Humayun Nagar,place/neighbourhood,Humayun Nagar,2022,2022-04-13
"Hyder Nagar, NH 9",Hyderabad,west,operational,Jubilee Hills Checkpost,yes,Jubilee Hills Road No 36 Commercial,1.87,blue,1.61,yes,yes,True,Jubilee Hills Checkpost,1.61,0-3km,75,Borabanda,5.01,18.21,18,26,11,17.4140574,78.4105031,8.71,Ward 95 Jubilee Hills,Telangana,3,2022-05-01,2022-07-06,high,Film Nagar,place/neighbourhood,Hyder Nagar NH 9,2022,2022-04-13
"Hyder Shah Kote, Chevella Road",Hyderabad,south,none,Mahatma Gandhi Bus Station (Red Line),no,Jubilee Hills Road No 36 Commercial,10.83,red,3.35,no,no,True,Mahatma Gandhi Bus Station (Red Line),3.35,6km+,1,Shah Ali Banda Metro Station,0.16,12.68,12,35,2,17.3530537,78.4717538,3.89,Hyderabad,Telangana,3,2022-05-06,2022-06-26,high,Shah Ali Banda,place/suburb,Hyder Shah Kote,2022,2022-04-13
Hyderabad,Hyderabad,south,none,Mahatma Gandhi Bus Station (Red Line),no,Jubilee Hills Road No 36 Commercial,10.33,red,2.5,no,no,True,Mahatma Gandhi Bus Station (Red Line),2.5,6km+,1,Shah Ali Banda Metro Station,0.75,13.54,6,43,2,17.360589,78.4740613,3.03,,Telangana,2,2022-05-08,2022-05-14,medium,Hyderabad,place/city,Hyderabad,2022,2022-04-13
Hyderabad Shah Guda,Hyderabad,east,none,Uppal,yes,Infosys Pocharam SEZ,2.93,blue,10.54,no,no,True,Uppal,10.54,0-3km,0,Ghatkesar,3.5,32.02,3,1,0,17.4319811,78.653627,18.47,Rajeev Gruha Kalpa,Telangana,1,2022-05-24,2022-05-24,low,Hyderabad-Janagam Highway,highway/trunk,Hyderabad Shah Guda,2022,2022-04-13
Hyderaguda-Attapur,Hyderabad,south,none,Gandhi Bhavan,no,Jubilee Hills Road No 36 Commercial,8.21,red,5.18,no,no,True,Gandhi Bhavan,5.18,6km+,0,NPA Shivaram Pally,4.15,12.27,11,13,7,17.3601307,78.4325282,6.38,Ward 61 Attapur,Telangana,1,2022-07-10,2022-07-10,low,Iskcon attapur,amenity/place_of_worship,Hyderaguda-Attapur,2022,2022-04-13
Hyderguda,Hyderabad,east,operational,Assembly,no,Jubilee Hills Road No 36 Commercial,8.14,red,1.09,yes,yes,True,Assembly,1.09,6km+,6,Hyderabad Deccan Nampally,1.69,17.97,51,96,28,17.4012791,78.4804894,1.93,,Telangana,5,2022-05-12,2022-06-10,high,Hyderguda,place/suburb,Hyderguda,2022,2022-04-13
Hydershakote,Hyderabad,west,none,Jubilee Hills Checkpost,no,Kokapet SEZ,6.77,blue,7.27,no,no,True,Jubilee Hills Checkpost,7.27,6km+,0,NPA Shivaram Pally,6.83,13.24,11,3,6,17.3664976,78.3911166,10.35,,Telangana,4,2022-06-03,2022-07-06,high,Hydershakote,place/village,Hydershakote,2022,2022-04-13
IAS Colony,Hyderabad,west,none,Jubilee Hills Checkpost,yes,Jubilee Hills Road No 36 Commercial,2.92,blue,2.55,no,no,True,Jubilee Hills Checkpost,2.55,0-3km,42,Khairatabad,4.65,17.25,14,29,8,17.4056403,78.4178824,7.65,Ward 94 Shaikpet,Telangana,1,2022-06-27,2022-06-27,low,"IAS Colony, hakeempet road",highway/residential,IAS Colony,2022,2022-04-13
IDA Uppal,Hyderabad,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-05-25,2022-05-25,none,,,,2022,2022-04-13
in 1-71/1/a,Hyderabad,north,operational,S. R. Nagar,yes,Jubilee Hills Road No 36 Commercial,4.41,red,0.88,yes,yes,True,S. R. Nagar,0.88,3-6km,10,Nature Cure Hospital,0.33,21.8,45,102,35,17.4444448,78.4493457,7.71,Ward 98 Ameerpet,Telangana,1,2022-06-24,2022-06-24,low,7-1-222,building/yes,in 1-71/1/a,2022,2022-04-13
in Bandlaguda Jagir,Hyderabad,south,none,Jubilee Hills Checkpost,no,Kokapet SEZ,7.87,blue,8.96,no,no,True,Jubilee Hills Checkpost,8.96,6km+,0,NPA Shivaram Pally,5.75,11.54,15,6,6,17.3506317,78.3907531,10.88,,Telangana,1,2022-05-25,2022-05-25,high,Bandlaguda Jagir,place/village,in Bandlaguda Jagir,2022,2022-04-13
in Kushaiguda,Hyderabad,east,none,Tarnaka,yes,Nacharam Industrial Area,5.49,blue,7.64,no,no,True,Tarnaka,7.64,3-6km,1,Neredmet,3.85,30.5,8,19,11,17.4825451,78.5726444,14.17,Ward 3 Cherlapally,Telangana,1,2022-07-08,2022-07-08,high,Kushaiguda,place/suburb,in Kushaiguda,2022,2022-04-13
in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,east,none,Mettuguda,yes,Nacharam Industrial Area,5.37,blue,6.43,no,no,True,Mettuguda,6.43,3-6km,1,Neredmet,2.19,29.49,9,29,16,17.4809269,78.5571144,13.02,,Telangana,1,2022-05-24,2022-05-24,medium,Ward 2 Dr A S Rao Nagar,boundary/administrative,in Maruthi Nagar-Dr A.S. Rao Nagar,2022,2022-04-13
in Syed Ali Guda,Hyderabad,south,none,Nampally,no,Jubilee Hills Road No 36 Commercial,6.06,red,2.57,no,no,True,Nampally,2.57,6km+,6,Hyderabad Deccan Nampally,2.31,15.6,61,52,15,17.3884988,78.4462402,4.31,Ward 73 Vijay Nagar Colony,Telangana,1,2022-04-30,2022-04-30,high,Syed Ali Guda,place/neighbourhood,in Syed Ali Guda,2022,2022-04-13
in Trimulgherry,Hyderabad,north,operational,JBS,no,Jubilee Hills Road No 36 Commercial,8.62,green,2.16,yes,yes,True,JBS,2.16,6km+,3,Ferozguda,2.49,24.69,18,32,13,17.4639543,78.4837317,8.78,,Telangana,1,2022-07-10,2022-07-10,medium,Tirumalagiri mandal,boundary/administrative,in Trimulgherry,2022,2022-04-13
"Indis VB CITY, Bollaram railway station",Hyderabad,north,operational,KPHB Colony,yes,HITEC City Madhapur,3.61,red,2.36,yes,yes,True,KPHB Colony,2.36,3-6km,87,HITEC City,0.83,25.19,11,46,19,17.4753616,78.3906831,14.31,Ward 114 KPHB Colony,Telangana,1,2022-06-29,2022-06-29,medium,Indis One City,landuse/residential,Indis VB CITY,2022,2022-04-13
"Indra Nagar, Moti Nagar",Hyderabad,north,operational,Erragadda,yes,Jubilee Hills Road No 36 Commercial,2.56,red,1.39,yes,yes,True,Erragadda,1.39,0-3km,72,Bharath Nagar,1.56,22.27,38,51,18,17.4508069,78.422242,10.02,Ward 101 Erragadda,Telangana,1,2022-07-08,2022-07-08,high,Moti Nagar,place/neighbourhood,Indra Nagar Moti Nagar,2022,2022-04-13
Jagadgiri Gutta,Hyderabad,north,operational,Kukatpally Metro,no,Jubilee Hills Road No 36 Commercial,8.09,red,2.42,yes,yes,True,Kukatpally Metro,2.42,6km+,7,Bharath Nagar,4.41,27.98,14,15,6,17.5020614,78.4260712,14.52,Ward 126 Jagathgirigutta,Telangana,4,2022-05-12,2022-05-16,medium,jagathgiri gutta bus stop,highway/bus_stop,Jagadgiri Gutta,2022,2022-04-13
"Janachaitanya colony, Hyderabad Expressway",Hyderabad,south,none,Lakdi-ka-pul,yes,Jubilee Hills Road No 36 Commercial,5.12,red,2.7,no,no,True,Lakdi-ka-pul,2.7,3-6km,6,Lakdi-ka-pul,2.54,16.28,55,52,17,17.3954359,78.44122,4.96,Ward 73 Vijay Nagar Colony,Telangana,1,2022-05-12,2022-05-12,low,P.V. Narasimha Rao Flyover,highway/motorway,Janachaitanya colony Hyderabad Expressway,2022,2022-04-13
"Jaya Puri Colony, Nagole",Hyderabad,east,operational,Nagole,yes,Uppal IT Park,2.78,blue,1.48,yes,yes,True,Nagole,1.48,0-3km,2,Jamai Osmania,5.85,20.56,5,13,11,17.3775306,78.5601231,7.84,Ward 11 Nagole,Telangana,1,2022-06-17,2022-06-17,high,Nagole,place/suburb,Nagole,2022,2022-04-13
Jeedimetla,Hyderabad,north,none,Moosapet,no,Jubilee Hills Road No 36 Commercial,11.38,red,6.98,no,no,True,Moosapet,6.98,6km+,1,Suchitra Centre,2.35,29.49,4,14,5,17.5096516,78.4786567,13.89,Ward 132 Jeedimetla,Telangana,2,2022-05-12,2022-06-18,high,Jeedimetla Village,place/suburb,Jeedimetla,2022,2022-04-13
"Jillelguda, Medbowli",Hyderabad,south,none,L. B. Nagar Metro Station,no,Uppal IT Park,8.79,red,3.19,no,no,True,L. B. Nagar Metro Station,3.19,6km+,2,Huppuguda,4.61,14.36,5,26,3,17.3316081,78.5247077,7.18,,Telangana,2,2022-05-20,2022-05-25,high,Jillelaguda,place/suburb,Jillelguda,2022,2022-04-13
Jubilee Hills,Hyderabad,west,operational,Peddamma Gudi,yes,Jubilee Hills Road No 36 Commercial,0.0,blue,0.2,yes,yes,True,Peddamma Gudi,0.2,0-3km,85,Borabanda,3.15,20.07,58,26,12,17.4308362,78.4102882,9.58,Ward 95 Jubilee Hills,Telangana,11,2022-05-07,2022-07-06,high,Jubilee Hills,place/suburb,Jubilee Hills,2022,2022-04-13
K P H B Phase 4,Hyderabad,north,none,JBS,no,Nacharam Industrial Area,12.8,green,9.93,no,no,True,JBS,9.93,6km+,0,Bolarum,0.49,33.34,1,1,0,17.5367247,78.5129614,17.1,Ward 133 Macha Bolarum,Telangana,1,2022-06-11,2022-06-11,medium,TShravanKumar,landuse/residential,K P H B Phase 4,2022,2022-04-13
K P H B Phase 9,Hyderabad,north,operational,JNTU College,yes,HITEC City Madhapur,4.84,red,1.12,yes,yes,True,JNTU College,1.12,3-6km,45,HITEC City,2.11,26.67,32,89,39,17.4885668,78.3883649,15.54,Ward 114 KPHB Colony,Telangana,1,2022-07-06,2022-07-06,low,vijaya kanakadurga temple,amenity/place_of_worship,K P H B Phase 9,2022,2022-04-13
"Kachiguda, NH 2 2",Hyderabad,east,operational,L. B. Nagar Metro Station,yes,Uppal IT Park,4.7,red,2.32,yes,yes,True,L. B. Nagar Metro Station,2.32,3-6km,1,Vidyanagar,7.49,19.85,7,16,9,17.3605753,78.5666476,8.91,,Telangana,5,2022-05-06,2022-06-10,high,Hanuman Nagar 2,place/neighbourhood,NH 2 2,2022,2022-04-13
"Kakateeya Nagar, Secunderabad",Hyderabad,east,operational,Secunderabad West,no,Nacharam Industrial Area,6.97,green,0.12,yes,yes,True,Secunderabad West,0.12,6km+,3,Secunderabad Junction,0.15,22.12,33,64,12,17.4337246,78.5006827,5.62,Hyderabad,Telangana,1,2022-07-06,2022-07-06,medium,Secunderabad,place/city,Secunderabad,2022,2022-04-13
Kakatiya Hills Madhapur,Hyderabad,west,operational,Madhapur,yes,Mindspace IT Park,1.45,blue,0.56,yes,yes,True,Madhapur,0.56,0-3km,89,Borabanda,2.15,21.4,48,26,22,17.4419194,78.3984172,11.3,Ward 107 Madhapur,Telangana,1,2022-06-18,2022-06-18,low,Orchard,amenity/school,Kakatiya Hills Madhapur,2022,2022-04-13
"Kanaka Durga Colony, Gudimalkapur",Hyderabad,south,none,Nampally,no,Jubilee Hills Road No 36 Commercial,6.17,red,4.46,no,no,True,Nampally,4.46,6km+,1,Hyderabad Deccan Nampally,4.21,14.31,42,37,16,17.3788061,78.4306087,5.99,,Telangana,1,2022-07-03,2022-07-03,high,Kanaka Durga Colony,place/neighbourhood,Kanaka Durga Colony Gudimalkapur,2022,2022-04-13
Kanchan Bagh,Hyderabad,south,none,Musarambagh,no,Uppal IT Park,8.81,red,3.44,no,no,True,Musarambagh,3.44,6km+,2,Yakutpura,2.91,13.85,11,25,3,17.3401943,78.5099445,5.56,,Telangana,1,2022-07-06,2022-07-06,high,Kanchan Bagh,place/suburb,Kanchan Bagh,2022,2022-04-13
Kapra,Hyderabad,east,none,Mettuguda,yes,Nacharam Industrial Area,5.72,blue,7.01,no,no,True,Mettuguda,7.01,3-6km,1,Neredmet,2.68,30.06,7,28,14,17.4846356,78.5610095,13.6,Ward 1 Kapra,Telangana,9,2022-05-12,2022-07-07,high,Kapra,place/suburb,Kapra,2022,2022-04-13
Karmanghat,Hyderabad,south,operational,L. B. Nagar Metro Station,no,Uppal IT Park,7.47,red,1.86,yes,yes,True,L. B. Nagar Metro Station,1.86,6km+,2,Yakutpura,4.82,15.7,5,32,8,17.3410061,78.5329747,6.93,Jillelaguda,Telangana,2,2022-07-05,2022-07-06,high,Karmanghat,place/suburb,Karmanghat,2022,2022-04-13
Kattedan Rd,Hyderabad,south,none,Gandhi Bhavan,no,Jubilee Hills Road No 36 Commercial,13.77,red,10.01,no,no,True,Gandhi Bhavan,10.01,6km+,0,Budvel,0.26,6.43,5,2,0,17.3079405,78.4263005,10.7,Ward 59 Mailardevpally,Telangana,1,2022-07-08,2022-07-08,low,Station Rd,highway/residential,Kattedan Rd,2022,2022-04-13
KBR Laxmi Residency,Hyderabad,east,operational,RTC Cross Roads,no,Uppal IT Park,7.43,green,0.76,yes,yes,True,RTC Cross Roads,0.76,6km+,5,Vidyanagar,2.3,19.55,72,74,25,17.4120776,78.4919824,3.06,Ward 89 Gandhinagar,Telangana,1,2022-05-31,2022-05-31,low,Sri Laxmi Chakra Residency,building/apartments,KBR Laxmi Residency,2022,2022-04-13
"Khairatabad, NH 7",Hyderabad,east,operational,Khairatabad,yes,Jubilee Hills Road No 36 Commercial,5.9,red,0.15,yes,yes,True,Khairatabad,0.15,3-6km,7,Khairatabad,0.18,18.5,42,80,21,17.4117706,78.4622003,3.95,Ward 91 Khairatabad,Telangana,2,2022-05-12,2022-06-10,high,Khairatabad,place/suburb,Khairatabad,2022,2022-04-13
"Khaja Guda, Outer Ring Road",Hyderabad,west,none,Synchrony @ Raidurg,no,Financial District Nanakramguda,7.5,blue,11.71,no,no,True,Synchrony @ Raidurg,11.71,6km+,0,Nagalapalli,5.97,24.82,2,0,0,17.4213806,78.2689055,23.46,Mirja Guda,Telangana,2,2022-05-12,2022-07-10,low,Outer Ring Road,highway/motorway,Khaja Guda Outer Ring Road,2022,2022-04-13
Khanapur,Hyderabad,west,none,Synchrony @ Raidurg,yes,Kokapet SEZ,4.05,blue,9.35,no,no,True,Synchrony @ Raidurg,9.35,3-6km,5,Telapur,8.38,20.97,0,0,0,17.4009847,78.3002955,19.86,,Telangana,1,2022-04-30,2022-04-30,high,Khanapur,place/village,Khanapur,2022,2022-04-13
"Kismatpur, Outer Ring Road",Hyderabad,south,none,Gandhi Bhavan,no,Kokapet SEZ,9.3,red,10.24,no,no,True,Gandhi Bhavan,10.24,6km+,0,Budvel,4.43,9.83,9,1,1,17.3351206,78.3926988,11.41,,Telangana,1,2022-07-02,2022-07-02,high,Kismatpur,place/village,Kismatpur,2022,2022-04-13
Kistareddypet,Hyderabad,north,none,miyapur metro,no,Gachibowli IT Corridor,12.59,red,9.93,no,no,True,miyapur metro,9.93,6km+,0,Ramachandrapuram TS,4.29,35.47,0,0,0,17.5467403,78.2954405,27.11,Krishtareddipet,Telangana,1,2022-05-16,2022-05-16,low,Kistareddypet,tourism/apartment,Kistareddypet,2022,2022-04-13
"KMR Estates, Serilingampally",Hyderabad,west,none,Synchrony @ Raidurg,yes,Gachibowli IT Corridor,2.51,blue,4.76,no,no,True,Synchrony @ Raidurg,4.76,0-3km,32,Chandanagar,2.45,25.46,13,3,4,17.4667166,78.340421,17.98,,Telangana,1,2022-06-25,2022-06-25,medium,Ward 106 Serilingampally,boundary/administrative,Serilingampally,2022,2022-04-13
"Kokapet, Outer Ring Road",Hyderabad,west,none,Synchrony @ Raidurg,yes,Kokapet SEZ,0.7,blue,6.8,no,no,True,Synchrony @ Raidurg,6.8,0-3km,22,HITEC City,9.81,18.3,5,1,1,17.3948624,78.3365214,15.97,Manchirevula,Telangana,2,2022-07-06,2022-07-06,high,Kokapet,place/suburb,Kokapet,2022,2022-04-13
Kompally,Hyderabad,north,none,Balanagar,no,Nacharam Industrial Area,14.31,red,10.15,no,no,True,Balanagar,10.15,6km+,0,Bolarum,2.72,33.09,3,9,1,17.5401462,78.4909369,17.26,,Telangana,7,2022-05-31,2022-07-01,medium,kompally,highway/bus_stop,Kompally,2022,2022-04-13
Kondapur,Hyderabad,west,operational,HITEC City,yes,HITEC City Madhapur,1.25,blue,1.53,yes,yes,True,HITEC City,1.53,0-3km,100,HITEC City,1.79,23.68,10,31,25,17.4587912,78.3730556,14.58,Ward 107 Madhapur,Telangana,18,2022-05-06,2022-07-10,high,Kondapur,place/suburb,Kondapur,2022,2022-04-13
Kothapet,Hyderabad,east,operational,Victoria Memorial,yes,Uppal IT Park,3.93,red,1.41,yes,yes,True,Victoria Memorial,1.41,3-6km,2,Vidyanagar,6.11,19.47,7,32,23,17.36755,78.5558104,7.59,,Telangana,6,2022-04-30,2022-07-02,medium,Ward 21 Kothapet,boundary/administrative,Kothapet,2022,2022-04-13
"Koti, NH 9",Hyderabad,south,operational,Sultan Bazar,no,Uppal IT Park,8.47,green,0.05,yes,yes,True,Sultan Bazar,0.05,6km+,3,Malakpet,1.5,16.41,46,84,14,17.3847309,78.4836642,0.32,Ward 77 Jambagh,Telangana,1,2022-05-16,2022-05-16,high,Koti,place/suburb,Koti,2022,2022-04-13
KPHB Road,Hyderabad,north,operational,KPHB Colony,yes,HITEC City Madhapur,5.97,red,0.0,yes,yes,True,KPHB Colony,0.0,3-6km,17,HITEC City,3.18,27.12,43,104,47,17.4938025,78.4017651,15.08,Ward 123 Hydernagar,Telangana,2,2022-06-18,2022-07-07,medium,KPHB Colony,railway/station,KPHB Road,2022,2022-04-13
KTR Colony,Hyderabad,north,operational,JNTU College,no,HITEC City Madhapur,7.13,red,1.76,yes,yes,True,JNTU College,1.76,6km+,10,Hafeezpet,3.65,29.33,21,19,11,17.5114342,78.3791346,18.11,Bachupally,Telangana,1,2022-06-28,2022-06-28,low,KTR Colony Number 2,highway/residential,KTR Colony,2022,2022-04-13
"Kukatpally Housing Board Colony, NH 9",Hyderabad,north,operational,Irrum Manzil,yes,Jubilee Hills Road No 36 Commercial,5.08,red,0.18,yes,yes,True,Irrum Manzil,0.18,3-6km,7,Khairatabad,0.82,19.14,48,80,26,17.4189582,78.456512,4.95,Ward 91 Khairatabad,Telangana,1,2022-07-06,2022-07-06,low,"NH, D&P wing, Roads and Buildings Department",office/government,NH 9,2022,2022-04-13
"Kukatpally, NH 9",Hyderabad,north,operational,JNTU College,yes,HITEC City Madhapur,4.32,red,1.61,yes,yes,True,JNTU College,1.61,3-6km,59,HITEC City,1.73,26.38,27,74,30,17.485211,78.383241,15.64,Ward 114 KPHB Colony,Telangana,13,2022-05-06,2022-07-10,high,KPHB Colony 9th Phase,place/neighbourhood,Kukatpally NH 9,2022,2022-04-13
Kuntloor,Hyderabad,east,none,L. B. Nagar Metro Station,no,Uppal IT Park,9.81,red,8.51,no,no,True,L. B. Nagar Metro Station,8.51,6km+,0,Charlapalli,13.26,24.07,2,0,0,17.3410735,78.6276055,15.73,Abdullapur,Telangana,1,2022-07-06,2022-07-06,high,Kuntloor,place/village,Kuntloor,2022,2022-04-13
"Lakdikapul, NH 9",Hyderabad,south,operational,Lakdi-ka-pul,yes,Jubilee Hills Road No 36 Commercial,5.98,red,0.56,yes,yes,True,Lakdi-ka-pul,0.56,3-6km,7,Lakdi-ka-pul,0.41,17.75,54,85,16,17.405368,78.4599489,3.63,Ward 91 Khairatabad,Telangana,2,2022-05-12,2022-06-14,high,Lakdi-ka-pul,place/suburb,Lakdikapul NH 9,2022,2022-04-13
Lal Darwaza,Hyderabad,south,none,Mahatma Gandhi Bus Station (Red Line),no,Uppal IT Park,10.86,red,3.84,no,no,True,Mahatma Gandhi Bus Station (Red Line),3.84,6km+,1,Huppuguda,0.76,12.31,9,26,1,17.3463862,78.4774507,4.4,Ward 35 Gowlipura,Telangana,1,2022-05-06,2022-05-06,high,Lal Darwaza,place/neighbourhood,Lal Darwaza,2022,2022-04-13
"Lalaguda, Secunderabad",Hyderabad,east,operational,Tarnaka,yes,Nacharam Industrial Area,3.72,blue,1.42,yes,yes,True,Tarnaka,1.42,3-6km,2,Lalaguda Gate,0.78,24.28,17,35,11,17.4405722,78.5321477,7.84,Ward 142 Addagutta,Telangana,1,2022-06-30,2022-06-30,high,Lalaguda,place/neighbourhood,Lalaguda,2022,2022-04-13
Langar Houz,Hyderabad,west,none,Jubilee Hills Checkpost,yes,Jubilee Hills Road No 36 Commercial,5.67,blue,5.53,no,no,True,Jubilee Hills Checkpost,5.53,3-6km,6,Lakdi-ka-pul,7.89,14.98,8,4,5,17.3827733,78.392535,10.0,,Telangana,4,2022-05-12,2022-07-06,medium,Ward 66 Langar Houz,boundary/administrative,Langar Houz,2022,2022-04-13
"LB Nagar, NH 9",Hyderabad,east,operational,L. B. Nagar Metro Station,yes,Uppal IT Park,5.92,red,0.34,yes,yes,True,L. B. Nagar Metro Station,0.34,3-6km,1,Yakutpura,6.35,17.84,6,40,28,17.3501617,78.5510938,7.86,Ward 18 Lingojiguda,Telangana,7,2022-05-07,2022-07-06,high,LB Nagar,place/suburb,LB Nagar,2022,2022-04-13
LIG Colony,Hyderabad,west,none,miyapur metro,no,Gachibowli IT Corridor,8.86,red,8.63,no,no,True,miyapur metro,8.63,6km+,2,BHEL,1.02,31.26,11,15,5,17.5038844,78.2917735,24.54,Ramachandrapuram,Telangana,1,2022-06-22,2022-06-22,high,BHEL LIG Colony,place/neighbourhood,LIG Colony,2022,2022-04-13
"Lingampally-Serilingampally, NH 2 2",Hyderabad,east,operational,L. B. Nagar Metro Station,yes,Uppal IT Park,4.7,red,2.32,yes,yes,True,L. B. Nagar Metro Station,2.32,3-6km,1,Vidyanagar,7.49,19.85,7,16,9,17.3605753,78.5666476,8.91,,Telangana,1,2022-04-29,2022-04-29,high,Hanuman Nagar 2,place/neighbourhood,NH 2 2,2022,2022-04-13
Madhapur,Hyderabad,west,operational,Durgam Cheruvu,yes,Mindspace IT Park,0.75,blue,0.49,yes,yes,True,Durgam Cheruvu,0.49,0-3km,90,Borabanda,2.66,21.37,41,26,20,17.4408924,78.3916304,11.85,Ward 104 Kondapur,Telangana,11,2022-04-29,2022-07-10,high,Madhapur,place/suburb,Madhapur,2022,2022-04-13
Madhura Nagar,Hyderabad,east,none,Dilsukh Nagar,yes,Uppal IT Park,3.35,red,2.75,no,no,True,Dilsukh Nagar,2.75,3-6km,3,Vidyanagar,2.41,19.78,65,22,7,17.3927046,78.531403,4.82,Ward 8 Habsiguda,Telangana,1,2022-06-05,2022-06-05,high,Madhura Nagar,place/neighbourhood,Madhura Nagar,2022,2022-04-13
Madhura Nagar-Nizampet,Hyderabad,east,none,Dilsukh Nagar,yes,Uppal IT Park,3.35,red,2.75,no,no,True,Dilsukh Nagar,2.75,3-6km,3,Vidyanagar,2.41,19.78,65,22,7,17.3927046,78.531403,4.82,Ward 8 Habsiguda,Telangana,1,2022-07-06,2022-07-06,high,Madhura Nagar,place/neighbourhood,Madhura Nagar-Nizampet,2022,2022-04-13
"Madinaguda, Hafeezpet, NH 9",Hyderabad,west,none,miyapur metro,yes,Gachibowli IT Corridor,5.19,red,3.27,no,no,True,miyapur metro,3.27,3-6km,6,Chandanagar,1.18,28.05,21,29,18,17.4917948,78.342306,19.38,Ward 109 Hafeezpet,Telangana,3,2022-06-06,2022-07-10,high,Madinaguda,place/suburb,Madinaguda,2022,2022-04-13
"Malakpet, NH 9",Hyderabad,south,operational,New Market,no,Uppal IT Park,7.28,red,0.38,yes,yes,True,New Market,0.38,6km+,2,Malakpet,0.6,16.13,19,52,7,17.3736706,78.4996484,1.86,,Telangana,4,2022-05-20,2022-06-22,high,Malakpet,place/suburb,Malakpet,2022,2022-04-13
Malkajgiri,Hyderabad,east,none,Mettuguda,yes,Nacharam Industrial Area,3.7,blue,2.53,no,no,True,Mettuguda,2.53,3-6km,4,Dayanand Nagar,0.79,25.56,10,25,6,17.4511764,78.5368997,9.08,,Telangana,3,2022-05-20,2022-06-22,high,Malkajgiri,place/town,Malkajgiri,2022,2022-04-13
"Mallampet, Outer Ring Road",Hyderabad,north,none,Miyapur,no,HITEC City Madhapur,12.26,red,6.85,no,no,True,Miyapur,6.85,6km+,0,Hafeezpet,8.34,34.64,7,2,3,17.5574261,78.36328,23.22,,Telangana,2,2022-05-21,2022-06-06,high,Mallampet,place/suburb,Mallampet,2022,2022-04-13
"Mallepally, NH 7",Hyderabad,south,operational,Nampally,no,Jubilee Hills Road No 36 Commercial,6.38,red,1.65,yes,yes,True,Nampally,1.65,6km+,5,Hyderabad Deccan Nampally,1.38,16.18,54,65,13,17.3920728,78.4546129,3.49,Ward 73 Vijay Nagar Colony,Telangana,1,2022-05-12,2022-05-12,high,Mallepally,place/suburb,Mallepally NH 7,2022,2022-04-13
"Mallikarjuna Nagar, Secunderabad",Hyderabad,east,none,Uppal,yes,Uppal IT Park,2.6,blue,2.79,no,no,True,Uppal,2.79,0-3km,1,Moula Ali,5.13,24.83,21,18,16,17.4082331,78.5850137,10.75,Boduppal,Telangana,1,2022-07-07,2022-07-07,high,Mallikarjuna Nagar,place/neighbourhood,Mallikarjuna Nagar Secunderabad,2022,2022-04-13
